Career_Path,Python_Skill,Java_Skill,JavaScript_Skill,SQL_Skill,C++_Skill,R_Skill,Machine_Learning_Skill,Deep_Learning_Skill,NLP_Skill,Computer_Vision_Skill,React_Skill,Node.js_Skill,Django_Skill,FastAPI_Skill,Docker_Skill,AWS_Skill,Azure_Skill,GCP_Skill,Kubernetes_Skill,Terraform_Skill,TensorFlow_Skill,PyTorch_Skill,Scikit-learn_Skill,Pandas_Skill,NumPy_Skill,System_Design_Skill,Data_Structures_Skill,Algorithms_Skill,Statistics_Skill,Linear_Algebra_Skill,CGPA,Experience_Years,Primary_Interest,Secondary_Interest,Personality_Type,Education_Level,Certifications,Projects_Completed,GitHub_Repos,Hackathons,Internships,Expected_Salary,Job_Market_Demand,Satisfaction_Score
UI/UX Designer,1,5,9,1,4,1,3,6,1,4,6,3,3,3,2,1,1,1,4,3,3,5,4,4,7,2,6,4,3,3,8.18,1,Mobile Apps,Cybersecurity,Detail-oriented,BCA,0,5,34,0,2,200000,6,78
AI/ML Engineer,7,1,5,2,5,4,9,7,8,8,3,4,3,2,2,4,6,6,3,5,10,9,1,1,1,3,4,6,1,2,9.39,5,IoT,AR/VR,Innovative,BCA,7,2,33,4,2,300000,5,98
AI/ML Engineer,9,4,2,1,3,6,8,10,8,6,2,1,1,6,4,3,3,7,6,5,10,7,5,3,5,5,2,6,2,6,7.41,5,Cloud Computing,Product Design,Leadership,B.Sc,5,6,49,3,0,100000,8,86
Cloud Architect,3,3,4,2,7,5,3,2,2,2,3,3,7,1,9,9,7,10,10,7,3,5,5,4,5,9,4,1,1,3,9.64,4,Cloud Computing,IoT,Collaborative,M.Sc,5,5,47,3,0,110000,8,71
UI/UX Designer,3,1,6,2,4,3,7,7,2,2,8,7,3,5,1,6,5,6,1,1,5,1,4,3,3,3,2,4,6,1,8.92,1,Data Analytics,IoT,Creative,B.Sc,7,2,37,10,0,210000,7,63
Cybersecurity Analyst,6,8,4,5,7,3,3,4,3,4,1,4,3,2,1,4,4,4,6,2,4,5,2,3,4,8,7,10,3,6,9.43,5,Mobile Apps,AI/ML,Innovative,B.Tech,3,15,48,4,0,70000,7,78
Cloud Architect,3,2,4,1,4,2,6,5,6,1,3,4,2,5,10,10,9,8,10,8,3,1,6,4,2,9,4,2,2,3,6.91,1,Mobile Apps,Cloud Computing,Innovative,MCA,4,9,12,5,1,150000,6,67
DevOps Engineer,5,3,1,2,4,3,4,4,4,2,5,1,5,3,10,10,1,3,8,10,3,2,3,7,1,10,3,5,6,1,9.69,4,AR/VR,AR/VR,Detail-oriented,M.Sc,5,12,3,1,2,220000,10,66
DevOps Engineer,6,4,3,2,1,2,1,3,2,1,6,6,3,7,10,10,4,3,9,7,2,5,2,3,1,6,3,5,2,5,7.04,3,AR/VR,AR/VR,Leadership,B.Tech,7,5,16,4,0,80000,8,62
UI/UX Designer,4,6,9,4,3,1,1,1,2,2,7,4,4,5,4,5,1,2,5,3,7,6,6,2,2,3,1,1,5,5,7.06,3,AR/VR,Cloud Computing,Creative,BCA,5,1,25,9,3,60000,8,64
Blockchain Developer,6,3,6,6,6,1,5,1,1,6,6,3,5,7,3,4,4,7,7,5,2,4,2,1,2,2,6,10,5,4,6.78,1,Data Analytics,AR/VR,Creative,MCA,0,12,47,3,2,290000,10,73
DevOps Engineer,6,1,1,6,2,4,3,3,1,3,4,6,4,3,9,7,2,1,10,10,5,3,5,2,1,7,1,2,1,1,7.42,1,AI/ML,Cybersecurity,Detail-oriented,BCA,5,5,16,1,1,290000,5,61
Cloud Architect,5,3,3,4,3,3,1,7,5,1,5,4,1,3,9,7,9,6,8,10,3,4,4,5,5,9,6,2,2,1,6.69,2,Cybersecurity,Cybersecurity,Creative,BCA,3,10,25,1,1,150000,8,66
Mobile Developer,6,10,6,7,1,6,4,2,1,3,9,5,2,6,1,1,1,3,4,6,5,4,2,1,1,5,6,6,4,6,7.41,3,Cloud Computing,Data Analytics,Analytical,BCA,6,6,46,5,0,100000,5,76
Full Stack Developer,8,4,9,7,1,1,1,4,3,4,10,7,5,4,9,3,3,3,1,1,6,4,2,3,4,4,4,4,2,1,9.98,1,Web Development,Web Development,Innovative,MCA,5,13,12,7,3,80000,8,83
Data Scientist,10,2,1,10,3,3,10,9,1,2,3,2,6,4,2,7,5,1,3,3,5,4,4,10,8,7,3,3,10,1,9.19,3,Cybersecurity,Mobile Apps,Creative,M.Sc,0,12,47,7,1,130000,10,62
UI/UX Designer,1,2,8,3,3,1,1,1,4,4,8,4,2,4,4,3,3,3,6,5,4,2,7,1,6,2,2,3,4,3,8.96,0,Cloud Computing,Web Development,Analytical,B.Tech,7,3,44,2,2,240000,6,67
Data Scientist,9,1,4,9,4,2,9,9,5,1,1,4,1,4,1,1,3,5,2,1,8,1,4,10,8,1,3,5,9,2,6.56,4,AR/VR,Blockchain,Collaborative,M.Tech,4,4,19,7,3,100000,6,92
Product Manager,5,2,4,8,6,4,2,1,3,3,2,1,2,3,5,4,1,3,3,2,7,4,4,4,2,7,2,4,6,2,7.12,3,Mobile Apps,IoT,Analytical,M.Tech,7,10,27,2,2,140000,8,79
DevOps Engineer,8,2,4,1,4,6,2,1,2,1,3,2,4,6,9,9,1,3,10,9,2,1,3,5,3,9,4,5,1,4,7.31,4,Web Development,Web Development,Innovative,B.Tech,5,14,32,0,2,40000,10,70
Mobile Developer,5,9,9,6,4,3,6,2,7,7,5,7,5,3,1,1,2,7,5,3,4,4,1,1,2,1,8,5,3,6,8.33,5,Data Analytics,AI/ML,Detail-oriented,MCA,0,15,6,7,2,70000,7,66
Cybersecurity Analyst,8,7,1,2,9,3,3,3,2,4,4,2,6,4,3,1,3,5,4,2,3,3,2,2,3,8,8,8,2,3,9.39,4,AI/ML,Mobile Apps,Collaborative,B.Sc,3,6,32,1,3,300000,6,67
Blockchain Developer,7,5,9,2,8,3,1,4,1,4,2,4,4,4,1,4,6,1,1,3,4,4,1,1,1,3,9,9,1,1,9.59,4,AR/VR,Blockchain,Analytical,MCA,0,13,8,5,2,210000,10,63
AI/ML Engineer,10,2,3,1,3,1,8,9,9,9,1,3,1,1,3,6,4,3,2,3,9,10,4,4,1,1,5,7,5,3,8.51,0,Cybersecurity,AI/ML,Analytical,BCA,3,1,6,10,1,260000,9,90
Data Scientist,10,3,4,7,6,2,8,8,7,6,6,6,3,2,1,1,5,5,2,2,5,3,3,7,10,2,3,4,7,5,9.55,3,IoT,Cybersecurity,Innovative,BCA,5,7,5,6,2,40000,9,71
Cloud Architect,1,6,1,3,2,4,4,6,3,5,4,1,5,6,10,10,6,6,10,8,4,3,2,4,3,7,5,3,2,1,7.25,4,IoT,AR/VR,Detail-oriented,BCA,2,8,49,9,0,300000,5,75
Cloud Architect,6,1,2,3,3,4,3,6,3,2,2,4,2,3,8,10,9,9,8,9,4,5,3,4,4,10,5,5,1,4,9.86,4,Product Design,AR/VR,Creative,BCA,8,4,6,9,2,260000,6,87
UI/UX Designer,3,1,5,1,3,4,7,5,4,3,7,3,1,3,1,2,1,3,4,1,3,6,4,6,2,1,4,1,5,5,8.91,0,IoT,AI/ML,Innovative,B.Tech,6,3,36,6,2,150000,7,90
UI/UX Designer,5,5,6,5,2,6,3,2,6,1,9,5,5,6,1,6,1,3,1,4,3,5,4,4,1,6,4,3,6,1,7.31,1,Blockchain,Web Development,Creative,B.Sc,7,6,9,0,2,290000,6,71
Mobile Developer,6,10,9,4,4,2,4,1,1,2,6,5,2,1,5,2,4,2,4,2,5,5,4,7,1,4,9,8,4,1,7.92,1,Cybersecurity,Mobile Apps,Leadership,M.Sc,3,15,48,1,2,120000,10,64
Product Manager,7,1,2,5,2,3,4,1,1,1,1,3,1,1,4,2,5,2,4,4,3,2,4,2,2,7,5,3,9,3,6.18,2,Product Design,Blockchain,Detail-oriented,B.Sc,3,13,42,3,2,300000,8,61
Blockchain Developer,8,1,10,3,10,3,7,3,3,4,1,2,1,4,3,5,2,4,1,2,3,7,1,1,5,1,8,10,2,3,9.59,3,Data Analytics,Mobile Apps,Collaborative,B.Tech,3,13,24,3,2,240000,7,75
Full Stack Developer,5,1,7,7,5,4,4,6,3,3,9,10,6,7,9,2,2,5,6,2,5,3,1,5,2,3,2,7,1,4,6.6,4,Data Analytics,Product Design,Creative,M.Tech,0,3,2,1,1,140000,7,72
Product Manager,7,4,7,8,1,4,1,2,2,3,1,7,1,1,2,1,4,2,5,5,2,2,3,3,5,6,3,6,9,4,8.52,0,Blockchain,Product Design,Collaborative,M.Tech,1,13,41,10,0,110000,8,70
Blockchain Developer,8,2,6,1,10,3,1,2,5,2,2,1,2,1,5,5,5,5,3,7,2,6,4,6,2,1,7,10,7,4,6.6,2,AR/VR,Mobile Apps,Analytical,M.Sc,0,5,7,5,1,120000,8,69
DevOps Engineer,9,1,1,4,4,1,2,3,3,3,7,5,1,4,9,8,5,3,10,9,3,5,1,2,6,7,7,1,1,6,6.07,2,AI/ML,AI/ML,Creative,M.Sc,3,13,23,6,2,130000,5,84
UI/UX Designer,3,1,5,3,5,2,3,1,2,5,6,7,1,4,2,6,2,3,3,4,4,4,1,1,2,5,3,1,5,2,9.91,0,Blockchain,Cybersecurity,Collaborative,MCA,2,15,44,6,2,130000,9,84
Cloud Architect,3,4,1,3,2,1,3,3,2,4,1,3,3,3,8,10,6,7,10,10,3,3,1,3,3,9,2,1,2,2,9.98,5,Data Analytics,IoT,Analytical,M.Tech,3,9,25,1,1,70000,8,73
Blockchain Developer,9,4,6,3,6,7,5,3,4,7,4,6,5,5,1,6,1,1,2,4,3,6,5,6,2,3,8,10,4,2,9.97,4,Product Design,Mobile Apps,Analytical,M.Tech,7,3,11,9,2,80000,6,80
Blockchain Developer,7,3,10,3,8,5,5,6,1,2,2,6,4,7,3,6,5,1,1,5,4,1,3,3,4,4,10,9,5,4,6.16,0,Data Analytics,AI/ML,Leadership,BCA,3,2,26,2,1,110000,7,85
Product Manager,3,4,3,6,2,7,3,6,4,1,2,5,3,1,2,1,2,4,1,1,1,1,4,1,3,6,2,5,6,2,7.88,1,Mobile Apps,Cybersecurity,Collaborative,MCA,3,14,41,3,0,40000,5,80
Product Manager,6,3,5,7,2,6,4,5,2,7,4,3,1,6,4,3,2,1,1,4,2,2,1,1,2,6,4,6,7,7,8.99,3,Product Design,Web Development,Innovative,M.Tech,6,4,40,6,3,300000,7,94
Mobile Developer,4,10,8,1,4,3,2,6,2,1,9,5,5,1,3,3,3,1,3,1,3,7,2,7,3,5,7,6,3,2,7.32,0,Web Development,Mobile Apps,Analytical,MCA,6,11,49,1,0,50000,7,95
Cybersecurity Analyst,7,6,1,2,8,3,3,3,6,5,3,3,6,1,4,5,2,5,5,2,1,3,2,3,5,10,8,10,3,4,8.05,0,AI/ML,AI/ML,Creative,B.Sc,8,1,34,2,0,120000,7,88
Product Manager,4,1,1,8,7,3,4,4,6,2,2,2,2,1,1,5,6,3,4,3,2,7,4,4,3,7,5,7,5,1,7.36,0,AR/VR,Mobile Apps,Innovative,BCA,0,8,21,2,1,160000,10,98
Blockchain Developer,6,1,10,3,10,1,2,3,5,6,6,1,5,3,4,6,7,2,5,4,2,3,4,2,2,1,6,9,7,4,9.12,4,Cloud Computing,AR/VR,Leadership,B.Sc,6,15,29,1,3,170000,9,85
Product Manager,4,2,4,6,6,4,3,5,2,1,1,5,4,6,4,4,4,2,1,5,5,2,3,4,4,6,2,4,6,1,6.96,5,Cloud Computing,Cloud Computing,Creative,B.Sc,0,8,24,4,1,130000,5,81
Mobile Developer,7,8,6,2,4,1,1,2,4,4,5,3,4,1,5,5,4,5,4,3,1,4,6,3,3,2,7,6,6,1,6.64,1,Data Analytics,IoT,Innovative,B.Tech,1,7,39,0,0,220000,9,90
Cloud Architect,6,2,2,5,3,6,3,2,2,5,1,4,1,1,7,9,10,7,8,7,6,1,1,4,1,9,1,1,4,1,6.26,3,Cloud Computing,AR/VR,Creative,M.Tech,3,4,28,8,1,110000,6,87
Blockchain Developer,9,3,6,3,7,1,1,1,5,1,3,4,4,6,1,3,6,1,6,7,2,2,1,4,2,2,7,9,3,1,7.3,2,IoT,Data Analytics,Collaborative,B.Tech,4,14,8,4,3,180000,8,88
Cybersecurity Analyst,8,5,4,3,8,6,7,4,1,6,2,3,3,1,1,5,5,5,1,1,3,4,6,2,2,6,9,6,1,6,6.61,3,Blockchain,Cloud Computing,Creative,MCA,8,8,45,7,1,190000,8,75
Full Stack Developer,5,2,9,9,4,3,1,6,3,2,9,7,7,4,8,3,1,4,5,1,1,2,5,5,5,7,2,2,2,5,7.19,4,IoT,Blockchain,Leadership,M.Sc,8,11,16,0,2,290000,9,85
Data Scientist,7,1,1,7,6,3,8,9,1,2,2,3,6,2,7,2,4,3,6,1,8,3,3,9,9,5,1,3,8,5,6.73,5,IoT,Web Development,Leadership,BCA,0,10,35,2,0,150000,8,94
Product Manager,7,4,2,9,1,5,1,6,1,5,2,3,1,5,6,4,1,6,5,6,2,2,4,1,5,10,3,4,9,3,7.24,2,Cybersecurity,Mobile Apps,Leadership,B.Sc,0,11,32,8,3,130000,9,90
Cybersecurity Analyst,6,7,3,4,9,5,2,6,1,1,2,3,5,1,7,5,5,1,3,2,4,1,3,1,7,6,8,10,4,1,9.97,2,Mobile Apps,Blockchain,Innovative,M.Sc,2,14,36,2,2,60000,6,68
Product Manager,6,4,1,9,5,4,3,3,5,3,4,1,4,1,1,4,6,2,2,2,1,1,3,1,1,6,4,1,5,1,9.75,0,Data Analytics,IoT,Detail-oriented,M.Tech,5,8,33,4,0,90000,10,83
Full Stack Developer,5,4,8,5,4,5,7,2,5,1,8,7,8,8,9,1,4,1,5,4,2,5,2,3,5,1,4,1,6,3,6.37,2,Data Analytics,Web Development,Creative,MCA,4,9,36,2,2,60000,10,64
DevOps Engineer,7,4,3,6,2,1,6,6,5,2,1,4,2,3,8,10,3,1,8,10,1,6,1,5,1,7,5,1,1,7,8.46,4,Cloud Computing,IoT,Leadership,B.Sc,4,4,35,1,1,120000,7,72
Cloud Architect,3,3,4,3,1,1,4,2,1,3,4,3,3,3,9,7,7,7,7,10,3,4,2,5,3,7,1,1,1,1,9.05,1,AI/ML,Mobile Apps,Innovative,MCA,7,6,19,9,3,250000,10,97
Full Stack Developer,6,4,7,9,6,1,2,1,1,1,10,8,6,5,6,4,3,1,4,1,3,3,1,1,6,5,3,6,2,7,8.42,1,Mobile Apps,Cybersecurity,Detail-oriented,M.Tech,8,1,2,4,3,280000,10,70
Data Scientist,8,6,3,8,1,2,10,7,2,2,3,6,2,7,3,2,1,4,4,6,5,4,4,10,6,6,1,7,10,2,7.24,5,Data Analytics,Web Development,Detail-oriented,M.Sc,4,3,48,4,0,230000,10,82
AI/ML Engineer,10,1,3,1,4,3,9,8,8,8,2,3,4,4,1,5,1,6,6,5,10,9,4,5,1,6,3,3,1,1,8.89,3,Mobile Apps,AI/ML,Analytical,BCA,7,4,3,3,3,230000,9,94
Cybersecurity Analyst,6,8,6,5,8,1,2,1,2,3,4,6,3,3,2,4,1,3,4,5,1,6,2,2,5,10,6,6,6,4,6.45,1,Mobile Apps,Web Development,Creative,M.Tech,4,9,48,0,0,120000,6,96
UI/UX Designer,3,2,9,2,5,4,4,1,4,3,10,4,4,1,6,2,6,5,3,6,1,4,2,4,6,3,5,3,6,5,7.46,5,AR/VR,AR/VR,Collaborative,BCA,5,0,33,6,1,170000,5,79
Data Scientist,9,5,1,8,3,1,10,6,1,3,2,1,1,6,1,1,4,5,4,1,7,3,3,7,6,4,2,4,7,3,6.2,0,Product Design,Cybersecurity,Collaborative,M.Tech,2,11,26,10,2,240000,10,95
Full Stack Developer,7,6,7,7,4,1,1,1,5,5,10,8,5,5,9,6,3,4,2,3,1,5,3,2,3,4,1,5,2,4,8.41,0,IoT,Mobile Apps,Detail-oriented,M.Sc,8,13,23,9,3,220000,5,70
Cloud Architect,5,1,2,1,3,6,2,4,2,2,1,1,2,3,10,8,10,10,10,7,2,5,1,1,2,10,5,4,1,4,9.65,0,AR/VR,Mobile Apps,Creative,B.Tech,6,2,41,0,0,290000,9,92
Blockchain Developer,8,6,9,3,9,1,1,1,3,4,7,1,4,2,2,3,1,3,3,4,5,5,7,5,1,4,10,8,3,1,9.27,2,Data Analytics,IoT,Detail-oriented,B.Tech,4,1,1,10,3,180000,9,87
Full Stack Developer,8,4,9,9,7,3,5,1,3,5,7,10,7,5,9,6,3,6,5,3,2,3,1,6,6,5,3,2,5,2,9.74,2,Mobile Apps,AR/VR,Creative,B.Sc,7,4,18,2,2,80000,5,77
Data Scientist,9,4,5,7,5,6,9,6,2,3,3,4,4,3,2,4,1,2,2,3,9,1,5,8,6,3,4,1,7,2,7.09,2,Mobile Apps,Web Development,Leadership,M.Tech,6,11,14,0,3,160000,8,99
Blockchain Developer,8,5,10,1,10,3,3,7,3,3,1,6,5,4,1,3,5,3,4,3,3,1,2,3,4,3,6,10,3,5,6.47,3,Mobile Apps,Cybersecurity,Leadership,B.Sc,2,3,31,7,2,80000,9,84
DevOps Engineer,7,6,4,6,3,2,1,5,4,1,5,5,7,3,10,10,2,2,8,7,1,3,1,7,1,8,1,1,1,1,7.63,3,Web Development,Cybersecurity,Leadership,BCA,7,15,40,1,2,50000,8,77
Data Scientist,9,1,3,9,5,2,7,8,1,1,2,2,1,2,1,4,4,5,1,2,7,1,3,10,6,2,2,1,10,2,8.48,3,AR/VR,Cybersecurity,Analytical,B.Sc,3,6,43,6,2,300000,6,76
Blockchain Developer,9,1,7,5,9,1,4,2,2,4,6,1,1,4,2,4,6,1,7,5,1,1,2,1,4,5,7,9,5,2,7.27,5,AR/VR,Web Development,Detail-oriented,M.Sc,5,0,39,4,1,220000,9,76
Data Scientist,10,6,2,8,3,5,9,8,1,3,6,2,5,3,5,5,4,1,4,6,5,2,3,10,9,4,4,1,9,1,9.4,2,AR/VR,AR/VR,Leadership,BCA,3,14,27,8,3,130000,9,96
AI/ML Engineer,10,3,1,1,5,3,10,10,10,9,1,2,5,4,5,1,6,1,3,4,10,8,3,2,3,6,1,4,4,7,9.42,0,Data Analytics,Cloud Computing,Collaborative,M.Sc,8,14,42,8,3,40000,9,82
AI/ML Engineer,10,3,4,4,2,3,8,9,8,9,2,4,2,7,3,3,1,6,2,4,10,7,2,3,2,5,1,4,3,1,8.1,0,Web Development,Web Development,Collaborative,M.Tech,6,11,48,6,3,50000,7,61
Cloud Architect,2,3,2,3,1,4,2,2,5,1,5,3,6,1,8,7,10,10,10,7,4,3,3,2,3,10,3,5,1,4,9.19,1,Mobile Apps,Cybersecurity,Analytical,M.Sc,4,6,49,1,3,160000,8,69
Full Stack Developer,6,5,8,7,6,3,5,3,5,6,10,9,8,7,8,2,6,1,3,3,7,2,1,1,4,4,6,1,7,4,6.79,0,Mobile Apps,IoT,Creative,BCA,3,11,24,1,0,130000,7,65
Cloud Architect,6,2,1,4,1,6,2,7,3,1,3,1,1,1,10,9,8,6,8,7,5,5,3,6,2,10,6,1,1,7,7.25,0,Cybersecurity,IoT,Innovative,B.Tech,0,7,34,1,0,150000,5,96
Cybersecurity Analyst,6,8,3,3,6,3,6,5,5,1,3,1,2,5,5,5,1,1,2,5,5,6,3,2,3,8,9,8,3,2,9.62,0,AR/VR,IoT,Leadership,BCA,6,1,25,5,0,120000,10,93
Cybersecurity Analyst,5,5,6,3,8,5,2,2,4,5,7,2,4,1,6,1,3,2,4,4,3,2,4,4,2,10,8,6,1,4,7.54,0,Product Design,AI/ML,Analytical,MCA,1,2,28,9,2,60000,10,70
Blockchain Developer,8,1,6,3,6,4,2,3,4,4,2,6,2,7,6,3,2,3,6,7,2,1,3,4,5,1,9,10,3,2,8.89,5,Cloud Computing,Mobile Apps,Collaborative,B.Sc,8,12,11,6,2,240000,5,97
DevOps Engineer,7,4,2,1,3,4,3,3,5,6,7,3,3,2,10,10,3,3,9,8,2,5,7,4,1,7,1,5,2,5,8.14,5,Cloud Computing,IoT,Collaborative,B.Tech,5,13,38,7,1,190000,10,63
Blockchain Developer,6,4,6,2,6,7,1,2,3,1,7,3,5,3,3,4,5,4,2,3,7,6,2,2,1,5,7,10,1,4,9.27,5,Product Design,Data Analytics,Creative,B.Sc,7,12,49,0,0,200000,8,86
AI/ML Engineer,7,4,6,2,7,4,7,7,8,6,3,5,4,7,3,4,4,1,3,1,10,10,3,4,5,3,1,2,4,2,6.75,3,AR/VR,Cloud Computing,Creative,B.Sc,8,12,31,5,0,90000,5,86
Cloud Architect,5,3,4,3,4,4,1,2,3,2,5,6,4,3,7,7,6,9,8,7,1,6,2,1,1,8,6,1,5,5,6.13,0,Cloud Computing,AR/VR,Analytical,MCA,4,13,24,2,2,110000,7,100
Cybersecurity Analyst,6,5,4,6,9,1,1,1,5,4,1,4,2,3,1,3,4,6,5,2,3,1,5,6,4,8,8,8,1,4,8.67,4,Product Design,Product Design,Leadership,MCA,1,11,30,1,3,160000,6,97
Blockchain Developer,9,1,8,5,8,2,4,6,3,1,7,3,1,7,3,3,1,2,1,2,7,3,6,2,1,1,7,10,3,3,9.28,5,Blockchain,Web Development,Innovative,MCA,0,0,11,0,2,280000,9,67
Full Stack Developer,6,5,8,9,6,5,1,1,1,1,9,10,9,8,6,1,3,2,1,3,6,6,7,2,1,2,1,4,3,2,7.66,1,Web Development,AI/ML,Creative,B.Tech,2,7,15,6,1,150000,9,89
UI/UX Designer,4,3,9,3,3,1,2,3,3,4,9,2,1,1,1,6,1,7,3,4,1,1,3,1,2,3,3,1,5,2,7.81,1,Mobile Apps,IoT,Creative,BCA,2,12,29,0,2,200000,10,93
AI/ML Engineer,10,1,6,3,2,3,8,9,6,8,2,1,1,5,2,2,4,6,3,2,9,7,4,2,3,3,2,2,3,2,8.9,2,Blockchain,AI/ML,Detail-oriented,MCA,8,13,6,1,0,90000,10,62
Full Stack Developer,7,3,9,8,4,3,3,2,1,1,10,9,9,8,7,1,5,5,2,3,5,2,5,4,5,4,5,1,3,1,6.06,5,Blockchain,Product Design,Innovative,M.Sc,5,7,43,7,1,60000,10,100
DevOps Engineer,9,3,6,3,3,1,1,2,3,7,3,5,5,7,10,9,1,1,8,7,2,5,1,3,1,7,3,1,1,1,7.79,4,AI/ML,Cybersecurity,Detail-oriented,M.Sc,1,15,47,10,2,200000,7,86
AI/ML Engineer,9,3,4,1,1,1,7,9,8,9,6,4,4,1,2,4,1,3,1,4,8,9,1,1,5,2,3,1,3,5,7.41,4,Mobile Apps,AR/VR,Leadership,B.Tech,6,9,13,5,3,220000,7,75
Mobile Developer,5,10,10,5,3,3,3,4,5,1,9,3,4,4,2,7,5,2,5,1,5,3,3,5,3,4,6,9,4,7,8.2,5,AI/ML,Web Development,Collaborative,B.Sc,3,10,49,10,0,110000,6,88
DevOps Engineer,7,3,1,1,1,6,5,3,4,3,1,4,2,3,8,9,3,5,9,9,5,5,6,3,1,8,6,5,4,6,9.18,1,AI/ML,Data Analytics,Creative,B.Tech,3,3,12,0,3,130000,10,75
Cybersecurity Analyst,8,5,2,4,8,1,1,5,2,5,3,4,3,2,4,1,4,4,1,3,1,7,1,1,3,7,9,6,3,3,7.1,2,Web Development,IoT,Innovative,BCA,2,4,30,7,0,50000,9,82
Blockchain Developer,9,4,7,4,6,6,3,1,2,5,5,6,1,1,1,4,3,3,4,5,3,5,6,3,1,6,7,9,3,1,9.92,0,Web Development,Web Development,Creative,B.Sc,7,10,23,2,0,80000,6,87
Blockchain Developer,8,7,9,4,7,3,6,4,7,2,1,3,1,5,7,5,1,3,1,2,1,4,2,5,3,7,6,10,1,4,9.67,2,Cloud Computing,Data Analytics,Innovative,M.Sc,0,0,11,9,1,90000,5,80
Full Stack Developer,7,4,10,6,1,5,3,3,3,5,7,8,5,5,8,7,5,5,1,3,3,3,4,3,3,3,1,2,1,3,6.79,0,AR/VR,Cloud Computing,Creative,MCA,3,14,0,4,0,50000,9,73
Data Scientist,10,5,2,8,2,1,7,9,1,1,4,1,7,6,6,4,1,5,3,2,5,3,6,7,7,1,1,4,8,4,8.24,5,Cybersecurity,Data Analytics,Innovative,MCA,6,15,15,8,1,80000,8,76
Product Manager,6,5,5,9,3,7,5,4,1,3,5,4,2,5,2,5,1,3,3,1,1,2,5,5,2,9,1,6,8,4,8.76,5,AI/ML,Mobile Apps,Detail-oriented,MCA,6,5,46,10,0,130000,10,74
Mobile Developer,3,8,6,1,1,4,4,3,1,2,7,2,3,3,5,4,6,1,2,1,3,1,2,1,4,3,8,7,4,4,6.35,3,Cybersecurity,Cybersecurity,Leadership,B.Sc,0,2,0,1,1,170000,9,97
Data Scientist,10,1,4,9,3,1,9,7,1,1,1,3,2,7,6,3,5,6,3,4,7,1,3,9,6,4,2,2,10,3,6.78,3,Cybersecurity,Web Development,Leadership,MCA,0,0,19,0,2,120000,7,78
AI/ML Engineer,8,3,3,7,5,4,8,8,7,7,5,1,3,6,1,3,4,1,5,5,10,9,1,3,1,5,3,3,4,1,9.87,0,Product Design,Mobile Apps,Creative,B.Tech,4,9,42,3,3,190000,6,87
Cloud Architect,2,1,4,5,2,5,4,4,6,3,3,5,1,5,9,9,8,9,7,7,2,2,1,1,5,10,6,3,3,1,6.36,4,IoT,Blockchain,Innovative,B.Tech,3,4,31,8,2,290000,10,83
AI/ML Engineer,7,4,2,3,3,5,10,9,9,6,5,6,3,3,1,6,1,2,3,1,8,9,1,4,3,2,1,4,1,1,7.39,5,Cloud Computing,Cybersecurity,Innovative,M.Sc,5,3,37,4,2,80000,9,75
AI/ML Engineer,7,5,1,3,1,3,10,10,6,9,1,1,2,1,1,3,1,1,4,2,7,10,2,1,4,6,3,1,6,1,6.6,1,Data Analytics,IoT,Analytical,B.Tech,1,4,17,5,3,140000,9,60
UI/UX Designer,1,1,6,1,6,6,5,1,4,3,7,5,3,1,6,3,5,1,4,4,3,2,7,1,3,2,3,4,3,1,8.83,4,IoT,Web Development,Innovative,B.Sc,3,13,25,6,2,160000,6,70
UI/UX Designer,4,3,7,5,3,3,3,4,3,1,9,1,2,5,2,7,3,1,1,1,5,3,4,3,2,4,6,1,3,1,7.38,2,Product Design,Product Design,Creative,MCA,8,15,20,9,1,110000,8,69
Data Scientist,9,4,3,7,7,2,8,6,5,6,2,1,5,4,5,2,4,4,3,4,9,1,3,8,10,3,1,3,9,1,6.36,3,Product Design,Cloud Computing,Collaborative,MCA,0,15,43,7,1,260000,8,61
Product Manager,6,4,1,5,1,4,7,6,4,3,3,1,1,1,4,5,3,5,5,7,3,2,1,6,3,6,4,4,7,6,9.61,0,Mobile Apps,Data Analytics,Creative,B.Tech,4,15,0,10,0,190000,7,65
Full Stack Developer,6,3,9,8,3,3,1,2,1,4,10,8,7,6,5,1,3,4,6,1,6,1,4,1,3,6,3,6,3,2,7.98,3,IoT,IoT,Collaborative,B.Sc,0,8,20,4,3,70000,7,100
DevOps Engineer,8,6,3,2,3,1,4,2,3,1,3,5,5,2,9,8,4,4,10,10,3,3,3,3,2,6,2,6,2,6,9.66,2,AR/VR,Mobile Apps,Detail-oriented,MCA,5,4,1,7,3,100000,8,85
UI/UX Designer,3,4,7,2,1,1,5,2,6,6,9,3,3,6,5,6,1,5,1,3,3,7,1,5,5,1,1,4,3,3,9.64,1,Mobile Apps,IoT,Creative,BCA,3,7,40,3,1,260000,7,71
UI/UX Designer,2,4,9,2,1,2,6,2,5,4,8,5,4,2,7,1,2,4,3,3,5,4,3,1,2,1,1,3,6,5,8.92,2,Mobile Apps,Product Design,Detail-oriented,M.Tech,8,11,28,0,2,290000,5,67
Data Scientist,10,3,3,7,4,2,10,5,5,4,2,5,2,1,6,1,1,5,1,2,9,3,3,9,9,1,6,4,10,5,7.35,3,IoT,AR/VR,Leadership,BCA,8,5,34,5,3,270000,5,68
